region,state,date,epi_week,newCases,accumCases,newDeaths,accumDeaths,newRecovered,newFollowup,pop,state_code
North,RO,2023-01-01,1,0,471673,0,7399,NA,NA,1777225,11
North,RO,2023-01-02,1,439,472112,1,7400,NA,NA,1777225,11
North,RO,2023-01-03,1,347,472459,1,7401,NA,NA,1777225,11
North,RO,2023-01-04,1,739,473198,3,7404,NA,NA,1777225,11
North,RO,2023-01-05,1,526,473724,2,7406,NA,NA,1777225,11
North,RO,2023-01-06,1,413,474137,0,7406,NA,NA,1777225,11
North,RO,2023-01-07,1,318,474455,1,7407,NA,NA,1777225,11
North,RO,2023-01-08,2,123,474578,2,7409,NA,NA,1777225,11
North,RO,2023-01-09,2,334,474912,3,7412,NA,NA,1777225,11
North,RO,2023-01-10,2,517,475429,0,7412,NA,NA,1777225,11
North,RO,2023-01-11,2,544,475973,2,7414,NA,NA,1777225,11
North,RO,2023-01-12,2,656,476629,0,7414,NA,NA,1777225,11
North,RO,2023-01-13,2,354,476983,1,7415,NA,NA,1777225,11
North,RO,2023-01-14,2,135,477118,0,7415,NA,NA,1777225,11
North,RO,2023-01-15,3,17,477135,0,7415,NA,NA,1777225,11
North,RO,2023-01-16,3,60,477195,2,7417,NA,NA,1777225,11
North,RO,2023-01-17,3,431,477626,1,7418,NA,NA,1777225,11
North,RO,2023-01-18,3,445,478071,0,7418,NA,NA,1777225,11
North,RO,2023-01-19,3,192,478263,0,7418,NA,NA,1777225,11
North,RO,2023-01-20,3,182,478445,0,7418,NA,NA,1777225,11
North,RO,2023-01-21,3,117,478562,0,7418,NA,NA,1777225,11
North,RO,2023-01-22,4,8,478570,0,7418,NA,NA,1777225,11
North,RO,2023-01-23,4,144,478714,0,7418,NA,NA,1777225,11
North,RO,2023-01-24,4,108,478822,0,7418,NA,NA,1777225,11
North,RO,2023-01-25,4,563,479385,2,7420,NA,NA,1777225,11
North,RO,2023-01-26,4,188,479573,5,7425,NA,NA,1777225,11
North,RO,2023-01-27,4,197,479770,-1,7424,NA,NA,1777225,11
North,RO,2023-01-28,4,117,479887,0,7424,NA,NA,1777225,11
North,RO,2023-01-29,5,0,479887,0,7424,NA,NA,1777225,11
North,RO,2023-01-30,5,996,480883,1,7425,NA,NA,1777225,11
North,RO,2023-01-31,5,159,481042,0,7425,NA,NA,1777225,11
North,RO,2023-02-01,5,169,481211,0,7425,NA,NA,1777225,11
North,RO,2023-02-02,5,72,481283,1,7426,NA,NA,1777225,11
North,RO,2023-02-03,5,53,481336,0,7426,NA,NA,1777225,11
North,RO,2023-02-04,5,175,481511,0,7426,NA,NA,1777225,11
North,RO,2023-02-05,6,5,481516,0,7426,NA,NA,1777225,11
North,RO,2023-02-06,6,9,481525,0,7426,NA,NA,1777225,11
North,RO,2023-02-07,6,69,481594,2,7428,NA,NA,1777225,11
North,RO,2023-02-08,6,45,481639,-1,7427,NA,NA,1777225,11
North,RO,2023-02-09,6,72,481711,0,7427,NA,NA,1777225,11
North,RO,2023-02-10,6,104,481815,0,7427,NA,NA,1777225,11
North,RO,2023-02-11,6,56,481871,0,7427,NA,NA,1777225,11
North,RO,2023-02-12,7,0,481871,0,7427,NA,NA,1777225,11
North,RO,2023-02-13,7,181,482052,-1,7426,NA,NA,1777225,11
North,RO,2023-02-14,7,95,482147,0,7426,NA,NA,1777225,11
North,RO,2023-02-15,7,25,482172,0,7426,NA,NA,1777225,11
North,RO,2023-02-16,7,40,482212,2,7428,NA,NA,1777225,11
North,RO,2023-02-17,7,97,482309,0,7428,NA,NA,1777225,11
North,RO,2023-02-18,7,21,482330,0,7428,NA,NA,1777225,11
North,RO,2023-02-19,8,7,482337,0,7428,NA,NA,1777225,11
North,RO,2023-02-20,8,21,482358,0,7428,NA,NA,1777225,11
North,RO,2023-02-21,8,10,482368,0,7428,NA,NA,1777225,11
North,RO,2023-02-22,8,54,482422,0,7428,NA,NA,1777225,11
North,RO,2023-02-23,8,22,482444,0,7428,NA,NA,1777225,11
North,RO,2023-02-24,8,99,482543,1,7429,NA,NA,1777225,11
North,RO,2023-02-25,8,56,482599,0,7429,NA,NA,1777225,11
North,RO,2023-02-26,9,1,482600,0,7429,NA,NA,1777225,11
North,RO,2023-02-27,9,54,482654,1,7430,NA,NA,1777225,11
North,RO,2023-02-28,9,77,482731,0,7430,NA,NA,1777225,11
North,RO,2023-03-01,9,32,482763,0,7430,NA,NA,1777225,11
North,RO,2023-03-02,9,106,482869,1,7431,NA,NA,1777225,11
North,RO,2023-03-03,9,41,482910,1,7432,NA,NA,1777225,11
North,RO,2023-03-04,9,0,482910,0,7432,NA,NA,1777225,11
North,RO,2023-03-05,10,0,482910,0,7432,NA,NA,1777225,11
North,RO,2023-03-06,10,0,482910,0,7432,NA,NA,1777225,11
North,RO,2023-03-07,10,0,482910,0,7432,NA,NA,1777225,11
North,RO,2023-03-08,10,0,482910,0,7432,NA,NA,1777225,11
North,RO,2023-03-09,10,0,482910,0,7432,NA,NA,1777225,11
North,RO,2023-03-10,10,0,482910,0,7432,NA,NA,1777225,11
North,RO,2023-03-11,10,301,483211,-2,7430,NA,NA,1777225,11
North,RO,2023-03-12,11,0,483211,0,7430,NA,NA,1777225,11
North,RO,2023-03-13,11,0,483211,0,7430,NA,NA,1777225,11
North,RO,2023-03-14,11,0,483211,0,7430,NA,NA,1777225,11
North,RO,2023-03-15,11,0,483211,0,7430,NA,NA,1777225,11
North,RO,2023-03-16,11,0,483211,0,7430,NA,NA,1777225,11
North,RO,2023-03-17,11,0,483211,0,7430,NA,NA,1777225,11
North,RO,2023-03-18,11,245,483456,0,7430,NA,NA,1777225,11
North,RO,2023-03-19,12,0,483456,0,7430,NA,NA,1777225,11
North,RO,2023-03-20,12,0,483456,0,7430,NA,NA,1777225,11
North,RO,2023-03-21,12,0,483456,0,7430,NA,NA,1777225,11
North,RO,2023-03-22,12,0,483456,0,7430,NA,NA,1777225,11
North,RO,2023-03-23,12,0,483456,0,7430,NA,NA,1777225,11
North,RO,2023-03-24,12,0,483456,0,7430,NA,NA,1777225,11
North,RO,2023-03-25,12,236,483692,3,7433,NA,NA,1777225,11
North,RO,2023-03-26,13,0,483692,0,7433,NA,NA,1777225,11
North,RO,2023-03-27,13,0,483692,0,7433,NA,NA,1777225,11
North,RO,2023-03-28,13,0,483692,0,7433,NA,NA,1777225,11
North,RO,2023-03-29,13,0,483692,0,7433,NA,NA,1777225,11
North,RO,2023-03-30,13,0,483692,0,7433,NA,NA,1777225,11
North,RO,2023-03-31,13,0,483692,0,7433,NA,NA,1777225,11
North,RO,2023-04-01,13,90,483782,0,7433,NA,NA,1777225,11
North,RO,2023-04-02,14,0,483782,0,7433,NA,NA,1777225,11
North,RO,2023-04-03,14,0,483782,0,7433,NA,NA,1777225,11
North,RO,2023-04-04,14,0,483782,0,7433,NA,NA,1777225,11
North,RO,2023-04-05,14,0,483782,0,7433,NA,NA,1777225,11
North,RO,2023-04-06,14,0,483782,0,7433,NA,NA,1777225,11
North,RO,2023-04-07,14,0,483782,0,7433,NA,NA,1777225,11
North,RO,2023-04-08,14,142,483924,0,7433,NA,NA,1777225,11
North,RO,2023-04-09,15,0,483924,0,7433,NA,NA,1777225,11
North,RO,2023-04-10,15,0,483924,0,7433,NA,NA,1777225,11
North,RO,2023-04-11,15,0,483924,0,7433,NA,NA,1777225,11
North,RO,2023-04-12,15,0,483924,0,7433,NA,NA,1777225,11
North,RO,2023-04-13,15,0,483924,0,7433,NA,NA,1777225,11
North,RO,2023-04-14,15,0,483924,0,7433,NA,NA,1777225,11
North,RO,2023-04-15,15,0,483924,0,7433,NA,NA,1777225,11
North,RO,2023-04-16,16,0,483924,0,7433,NA,NA,1777225,11
North,RO,2023-04-17,16,0,483924,0,7433,NA,NA,1777225,11
North,RO,2023-04-18,16,0,483924,0,7433,NA,NA,1777225,11
North,RO,2023-04-19,16,0,483924,0,7433,NA,NA,1777225,11
North,RO,2023-04-20,16,0,483924,0,7433,NA,NA,1777225,11
North,RO,2023-04-21,16,0,483924,0,7433,NA,NA,1777225,11
North,RO,2023-04-22,16,534,484458,2,7435,NA,NA,1777225,11
North,RO,2023-04-23,17,0,484458,0,7435,NA,NA,1777225,11
North,RO,2023-04-24,17,0,484458,0,7435,NA,NA,1777225,11
North,RO,2023-04-25,17,0,484458,0,7435,NA,NA,1777225,11
North,RO,2023-04-26,17,0,484458,0,7435,NA,NA,1777225,11
North,RO,2023-04-27,17,0,484458,0,7435,NA,NA,1777225,11
North,RO,2023-04-28,17,0,484458,0,7435,NA,NA,1777225,11
North,RO,2023-04-29,17,168,484626,5,7440,NA,NA,1777225,11
North,RO,2023-04-30,18,0,484626,0,7440,NA,NA,1777225,11
North,RO,2023-05-01,18,0,484626,0,7440,NA,NA,1777225,11
North,RO,2023-05-02,18,0,484626,0,7440,NA,NA,1777225,11
North,RO,2023-05-03,18,0,484626,0,7440,NA,NA,1777225,11
North,RO,2023-05-04,18,0,484626,0,7440,NA,NA,1777225,11
North,RO,2023-05-05,18,0,484626,0,7440,NA,NA,1777225,11
North,RO,2023-05-06,18,184,484810,3,7443,NA,NA,1777225,11
North,RO,2023-05-07,19,0,484810,0,7443,NA,NA,1777225,11
North,RO,2023-05-08,19,0,484810,0,7443,NA,NA,1777225,11
North,RO,2023-05-09,19,0,484810,0,7443,NA,NA,1777225,11
North,RO,2023-05-10,19,0,484810,0,7443,NA,NA,1777225,11
North,RO,2023-05-11,19,0,484810,0,7443,NA,NA,1777225,11
North,RO,2023-05-12,19,0,484810,0,7443,NA,NA,1777225,11
North,RO,2023-05-13,19,233,485043,1,7444,NA,NA,1777225,11
North,RO,2023-05-14,20,0,485043,0,7444,NA,NA,1777225,11
North,RO,2023-05-15,20,0,485043,0,7444,NA,NA,1777225,11
North,RO,2023-05-16,20,0,485043,0,7444,NA,NA,1777225,11
North,RO,2023-05-17,20,0,485043,0,7444,NA,NA,1777225,11
North,RO,2023-05-18,20,0,485043,0,7444,NA,NA,1777225,11
North,RO,2023-05-19,20,0,485043,0,7444,NA,NA,1777225,11
North,RO,2023-05-20,20,308,485351,3,7447,NA,NA,1777225,11
North,RO,2023-05-21,21,0,485351,0,7447,NA,NA,1777225,11
North,RO,2023-05-22,21,0,485351,0,7447,NA,NA,1777225,11
North,RO,2023-05-23,21,0,485351,0,7447,NA,NA,1777225,11
North,RO,2023-05-24,21,0,485351,0,7447,NA,NA,1777225,11
North,RO,2023-05-25,21,0,485351,0,7447,NA,NA,1777225,11
North,RO,2023-05-26,21,0,485351,0,7447,NA,NA,1777225,11
North,RO,2023-05-27,21,303,485654,1,7448,NA,NA,1777225,11
North,RO,2023-05-28,22,0,485654,0,7448,NA,NA,1777225,11
North,RO,2023-05-29,22,0,485654,0,7448,NA,NA,1777225,11
North,RO,2023-05-30,22,0,485654,0,7448,NA,NA,1777225,11
North,RO,2023-05-31,22,0,485654,0,7448,NA,NA,1777225,11
North,RO,2023-06-01,22,0,485654,0,7448,NA,NA,1777225,11
North,RO,2023-06-02,22,0,485654,0,7448,NA,NA,1777225,11
North,RO,2023-06-03,22,346,486000,5,7453,NA,NA,1777225,11
North,RO,2023-06-04,23,0,486000,0,7453,NA,NA,1777225,11
North,RO,2023-06-05,23,0,486000,0,7453,NA,NA,1777225,11
North,RO,2023-06-06,23,0,486000,0,7453,NA,NA,1777225,11
North,RO,2023-06-07,23,0,486000,0,7453,NA,NA,1777225,11
North,RO,2023-06-08,23,0,486000,0,7453,NA,NA,1777225,11
North,RO,2023-06-09,23,0,486000,0,7453,NA,NA,1777225,11
North,RO,2023-06-10,23,178,486178,-4,7449,NA,NA,1777225,11
North,RO,2023-06-11,24,0,486178,0,7449,NA,NA,1777225,11
North,RO,2023-06-12,24,0,486178,0,7449,NA,NA,1777225,11
North,RO,2023-06-13,24,0,486178,0,7449,NA,NA,1777225,11
North,RO,2023-06-14,24,0,486178,0,7449,NA,NA,1777225,11
North,RO,2023-06-15,24,0,486178,0,7449,NA,NA,1777225,11
North,RO,2023-06-16,24,0,486178,0,7449,NA,NA,1777225,11
North,RO,2023-06-17,24,213,486391,7,7456,NA,NA,1777225,11
North,RO,2023-06-18,25,0,486391,0,7456,NA,NA,1777225,11
North,RO,2023-06-19,25,0,486391,0,7456,NA,NA,1777225,11
North,RO,2023-06-20,25,0,486391,0,7456,NA,NA,1777225,11
North,RO,2023-06-21,25,0,486391,0,7456,NA,NA,1777225,11
North,RO,2023-06-22,25,0,486391,0,7456,NA,NA,1777225,11
North,RO,2023-06-23,25,0,486391,0,7456,NA,NA,1777225,11
North,RO,2023-06-24,25,425,486816,5,7461,NA,NA,1777225,11
North,RO,2023-06-25,26,0,486816,0,7461,NA,NA,1777225,11
North,RO,2023-06-26,26,0,486816,0,7461,NA,NA,1777225,11
North,RO,2023-06-27,26,0,486816,0,7461,NA,NA,1777225,11
North,RO,2023-06-28,26,0,486816,0,7461,NA,NA,1777225,11
North,RO,2023-06-29,26,0,486816,0,7461,NA,NA,1777225,11
North,RO,2023-06-30,26,0,486816,0,7461,NA,NA,1777225,11
North,AC,2023-01-01,1,0,158669,0,2040,NA,NA,881935,12
North,AC,2023-01-02,1,164,158833,0,2040,NA,NA,881935,12
North,AC,2023-01-03,1,140,158973,0,2040,NA,NA,881935,12
North,AC,2023-01-04,1,216,159189,0,2040,NA,NA,881935,12
North,AC,2023-01-05,1,205,159394,0,2040,NA,NA,881935,12
North,AC,2023-01-06,1,233,159627,0,2040,NA,NA,881935,12
North,AC,2023-01-07,1,0,159627,1,2041,NA,NA,881935,12
North,AC,2023-01-08,2,83,159710,0,2041,NA,NA,881935,12
North,AC,2023-01-09,2,-31,159679,0,2041,NA,NA,881935,12
North,AC,2023-01-10,2,73,159752,0,2041,NA,NA,881935,12
North,AC,2023-01-11,2,63,159815,0,2041,NA,NA,881935,12
North,AC,2023-01-12,2,63,159878,0,2041,NA,NA,881935,12
North,AC,2023-01-13,2,0,159878,0,2041,NA,NA,881935,12
North,AC,2023-01-14,2,2,159880,0,2041,NA,NA,881935,12
North,AC,2023-01-15,3,0,159880,0,2041,NA,NA,881935,12
North,AC,2023-01-16,3,135,160015,0,2041,NA,NA,881935,12
North,AC,2023-01-17,3,24,160039,0,2041,NA,NA,881935,12
North,AC,2023-01-18,3,30,160069,0,2041,NA,NA,881935,12
North,AC,2023-01-19,3,19,160088,0,2041,NA,NA,881935,12
North,AC,2023-01-20,3,18,160106,0,2041,NA,NA,881935,12
North,AC,2023-01-21,3,5,160111,0,2041,NA,NA,881935,12
North,AC,2023-01-22,4,2,160113,0,2041,NA,NA,881935,12
North,AC,2023-01-23,4,3,160116,0,2041,NA,NA,881935,12
North,AC,2023-01-24,4,0,160116,0,2041,NA,NA,881935,12
North,AC,2023-01-25,4,11,160127,0,2041,NA,NA,881935,12
North,AC,2023-01-26,4,15,160142,0,2041,NA,NA,881935,12
North,AC,2023-01-27,4,17,160159,0,2041,NA,NA,881935,12
North,AC,2023-01-28,4,4,160163,0,2041,NA,NA,881935,12
North,AC,2023-01-29,5,3,160166,0,2041,NA,NA,881935,12
North,AC,2023-01-30,5,1,160167,0,2041,NA,NA,881935,12
North,AC,2023-01-31,5,10,160177,0,2041,NA,NA,881935,12
North,AC,2023-02-01,5,11,160188,2,2043,NA,NA,881935,12
North,AC,2023-02-02,5,3,160191,0,2043,NA,NA,881935,12
North,AC,2023-02-03,5,0,160191,0,2043,NA,NA,881935,12
North,AC,2023-02-04,5,2,160193,0,2043,NA,NA,881935,12
North,AC,2023-02-05,6,10,160203,0,2043,NA,NA,881935,12
North,AC,2023-02-06,6,1,160204,0,2043,NA,NA,881935,12
North,AC,2023-02-07,6,19,160223,0,2043,NA,NA,881935,12
North,AC,2023-02-08,6,0,160223,0,2043,NA,NA,881935,12
North,AC,2023-02-09,6,33,160256,0,2043,NA,NA,881935,12
North,AC,2023-02-10,6,5,160261,0,2043,NA,NA,881935,12
North,AC,2023-02-11,6,0,160261,0,2043,NA,NA,881935,12
North,AC,2023-02-12,7,10,160271,0,2043,NA,NA,881935,12
North,AC,2023-02-13,7,5,160276,0,2043,NA,NA,881935,12
North,AC,2023-02-14,7,0,160276,0,2043,NA,NA,881935,12
North,AC,2023-02-15,7,0,160276,0,2043,NA,NA,881935,12
North,AC,2023-02-16,7,32,160308,0,2043,NA,NA,881935,12
North,AC,2023-02-17,7,20,160328,0,2043,NA,NA,881935,12
North,AC,2023-02-18,7,0,160328,0,2043,NA,NA,881935,12
North,AC,2023-02-19,8,21,160349,0,2043,NA,NA,881935,12
North,AC,2023-02-20,8,0,160349,0,2043,NA,NA,881935,12
North,AC,2023-02-21,8,0,160349,0,2043,NA,NA,881935,12
North,AC,2023-02-22,8,0,160349,0,2043,NA,NA,881935,12
North,AC,2023-02-23,8,17,160366,0,2043,NA,NA,881935,12
North,AC,2023-02-24,8,11,160377,0,2043,NA,NA,881935,12
North,AC,2023-02-25,8,5,160382,0,2043,NA,NA,881935,12
North,AC,2023-02-26,9,0,160382,0,2043,NA,NA,881935,12
North,AC,2023-02-27,9,4,160386,0,2043,NA,NA,881935,12
North,AC,2023-02-28,9,0,160386,0,2043,NA,NA,881935,12
North,AC,2023-03-01,9,1,160387,0,2043,NA,NA,881935,12
North,AC,2023-03-02,9,36,160423,0,2043,NA,NA,881935,12
North,AC,2023-03-03,9,10,160433,0,2043,NA,NA,881935,12
North,AC,2023-03-04,9,19,160452,0,2043,NA,NA,881935,12
North,AC,2023-03-05,10,0,160452,0,2043,NA,NA,881935,12
North,AC,2023-03-06,10,0,160452,0,2043,NA,NA,881935,12
North,AC,2023-03-07,10,0,160452,0,2043,NA,NA,881935,12
North,AC,2023-03-08,10,0,160452,0,2043,NA,NA,881935,12
North,AC,2023-03-09,10,0,160452,0,2043,NA,NA,881935,12
North,AC,2023-03-10,10,0,160452,0,2043,NA,NA,881935,12
North,AC,2023-03-11,10,78,160530,0,2043,NA,NA,881935,12
North,AC,2023-03-12,11,0,160530,0,2043,NA,NA,881935,12
North,AC,2023-03-13,11,0,160530,0,2043,NA,NA,881935,12
North,AC,2023-03-14,11,0,160530,0,2043,NA,NA,881935,12
North,AC,2023-03-15,11,0,160530,0,2043,NA,NA,881935,12
North,AC,2023-03-16,11,0,160530,0,2043,NA,NA,881935,12
North,AC,2023-03-17,11,0,160530,0,2043,NA,NA,881935,12
North,AC,2023-03-18,11,148,160678,1,2044,NA,NA,881935,12
North,AC,2023-03-19,12,0,160678,0,2044,NA,NA,881935,12
North,AC,2023-03-20,12,0,160678,0,2044,NA,NA,881935,12
North,AC,2023-03-21,12,0,160678,0,2044,NA,NA,881935,12
North,AC,2023-03-22,12,0,160678,0,2044,NA,NA,881935,12
North,AC,2023-03-23,12,0,160678,0,2044,NA,NA,881935,12
North,AC,2023-03-24,12,0,160678,0,2044,NA,NA,881935,12
North,AC,2023-03-25,12,317,160995,0,2044,NA,NA,881935,12
North,AC,2023-03-26,13,0,160995,0,2044,NA,NA,881935,12
North,AC,2023-03-27,13,0,160995,0,2044,NA,NA,881935,12
North,AC,2023-03-28,13,0,160995,0,2044,NA,NA,881935,12
North,AC,2023-03-29,13,0,160995,0,2044,NA,NA,881935,12
North,AC,2023-03-30,13,0,160995,0,2044,NA,NA,881935,12
North,AC,2023-03-31,13,0,160995,0,2044,NA,NA,881935,12
North,AC,2023-04-01,13,322,161317,0,2044,NA,NA,881935,12
North,AC,2023-04-02,14,0,161317,0,2044,NA,NA,881935,12
North,AC,2023-04-03,14,0,161317,0,2044,NA,NA,881935,12
North,AC,2023-04-04,14,0,161317,0,2044,NA,NA,881935,12
North,AC,2023-04-05,14,0,161317,0,2044,NA,NA,881935,12
North,AC,2023-04-06,14,0,161317,0,2044,NA,NA,881935,12
North,AC,2023-04-07,14,0,161317,0,2044,NA,NA,881935,12
North,AC,2023-04-08,14,15,161332,1,2045,NA,NA,881935,12
North,AC,2023-04-09,15,0,161332,0,2045,NA,NA,881935,12
North,AC,2023-04-10,15,0,161332,0,2045,NA,NA,881935,12
North,AC,2023-04-11,15,0,161332,0,2045,NA,NA,881935,12
North,AC,2023-04-12,15,0,161332,0,2045,NA,NA,881935,12
North,AC,2023-04-13,15,0,161332,0,2045,NA,NA,881935,12
North,AC,2023-04-14,15,0,161332,0,2045,NA,NA,881935,12
North,AC,2023-04-15,15,746,162078,0,2045,NA,NA,881935,12
North,AC,2023-04-16,16,0,162078,0,2045,NA,NA,881935,12
North,AC,2023-04-17,16,0,162078,0,2045,NA,NA,881935,12
North,AC,2023-04-18,16,0,162078,0,2045,NA,NA,881935,12
North,AC,2023-04-19,16,0,162078,0,2045,NA,NA,881935,12
North,AC,2023-04-20,16,0,162078,0,2045,NA,NA,881935,12
North,AC,2023-04-21,16,0,162078,0,2045,NA,NA,881935,12
North,AC,2023-04-22,16,376,162454,2,2047,NA,NA,881935,12
North,AC,2023-04-23,17,0,162454,0,2047,NA,NA,881935,12
North,AC,2023-04-24,17,0,162454,0,2047,NA,NA,881935,12
North,AC,2023-04-25,17,0,162454,0,2047,NA,NA,881935,12
North,AC,2023-04-26,17,0,162454,0,2047,NA,NA,881935,12
North,AC,2023-04-27,17,0,162454,0,2047,NA,NA,881935,12
North,AC,2023-04-28,17,0,162454,0,2047,NA,NA,881935,12
North,AC,2023-04-29,17,333,162787,4,2051,NA,NA,881935,12
North,AC,2023-04-30,18,0,162787,0,2051,NA,NA,881935,12
North,AC,2023-05-01,18,0,162787,0,2051,NA,NA,881935,12
North,AC,2023-05-02,18,0,162787,0,2051,NA,NA,881935,12
North,AC,2023-05-03,18,0,162787,0,2051,NA,NA,881935,12
North,AC,2023-05-04,18,0,162787,0,2051,NA,NA,881935,12
North,AC,2023-05-05,18,0,162787,0,2051,NA,NA,881935,12
North,AC,2023-05-06,18,313,163100,3,2054,NA,NA,881935,12
North,AC,2023-05-07,19,0,163100,0,2054,NA,NA,881935,12
North,AC,2023-05-08,19,0,163100,0,2054,NA,NA,881935,12
North,AC,2023-05-09,19,0,163100,0,2054,NA,NA,881935,12
North,AC,2023-05-10,19,0,163100,0,2054,NA,NA,881935,12
North,AC,2023-05-11,19,0,163100,0,2054,NA,NA,881935,12
North,AC,2023-05-12,19,0,163100,0,2054,NA,NA,881935,12
North,AC,2023-05-13,19,236,163336,0,2054,NA,NA,881935,12
North,AC,2023-05-14,20,0,163336,0,2054,NA,NA,881935,12
North,AC,2023-05-15,20,0,163336,0,2054,NA,NA,881935,12
North,AC,2023-05-16,20,0,163336,0,2054,NA,NA,881935,12
North,AC,2023-05-17,20,0,163336,0,2054,NA,NA,881935,12
North,AC,2023-05-18,20,0,163336,0,2054,NA,NA,881935,12
North,AC,2023-05-19,20,0,163336,0,2054,NA,NA,881935,12
North,AC,2023-05-20,20,131,163467,2,2056,NA,NA,881935,12
North,AC,2023-05-21,21,0,163467,0,2056,NA,NA,881935,12
North,AC,2023-05-22,21,0,163467,0,2056,NA,NA,881935,12
North,AC,2023-05-23,21,0,163467,0,2056,NA,NA,881935,12
North,AC,2023-05-24,21,0,163467,0,2056,NA,NA,881935,12
North,AC,2023-05-25,21,0,163467,0,2056,NA,NA,881935,12
North,AC,2023-05-26,21,0,163467,0,2056,NA,NA,881935,12
North,AC,2023-05-27,21,166,163633,2,2058,NA,NA,881935,12
North,AC,2023-05-28,22,0,163633,0,2058,NA,NA,881935,12
North,AC,2023-05-29,22,0,163633,0,2058,NA,NA,881935,12
North,AC,2023-05-30,22,0,163633,0,2058,NA,NA,881935,12
North,AC,2023-05-31,22,0,163633,0,2058,NA,NA,881935,12
North,AC,2023-06-01,22,0,163633,0,2058,NA,NA,881935,12
North,AC,2023-06-02,22,0,163633,0,2058,NA,NA,881935,12
North,AC,2023-06-03,22,4,163637,0,2058,NA,NA,881935,12
North,AC,2023-06-04,23,0,163637,0,2058,NA,NA,881935,12
North,AC,2023-06-05,23,0,163637,0,2058,NA,NA,881935,12
North,AC,2023-06-06,23,0,163637,0,2058,NA,NA,881935,12
North,AC,2023-06-07,23,0,163637,0,2058,NA,NA,881935,12
North,AC,2023-06-08,23,0,163637,0,2058,NA,NA,881935,12
North,AC,2023-06-09,23,0,163637,0,2058,NA,NA,881935,12
North,AC,2023-06-10,23,0,163637,0,2058,NA,NA,881935,12
North,AC,2023-06-11,24,0,163637,0,2058,NA,NA,881935,12
North,AC,2023-06-12,24,0,163637,0,2058,NA,NA,881935,12
North,AC,2023-06-13,24,0,163637,0,2058,NA,NA,881935,12
North,AC,2023-06-14,24,0,163637,0,2058,NA,NA,881935,12
North,AC,2023-06-15,24,0,163637,0,2058,NA,NA,881935,12
North,AC,2023-06-16,24,0,163637,0,2058,NA,NA,881935,12
North,AC,2023-06-17,24,133,163770,0,2058,NA,NA,881935,12
North,AC,2023-06-18,25,0,163770,0,2058,NA,NA,881935,12
North,AC,2023-06-19,25,0,163770,0,2058,NA,NA,881935,12
North,AC,2023-06-20,25,0,163770,0,2058,NA,NA,881935,12
North,AC,2023-06-21,25,0,163770,0,2058,NA,NA,881935,12
North,AC,2023-06-22,25,0,163770,0,2058,NA,NA,881935,12
North,AC,2023-06-23,25,0,163770,0,2058,NA,NA,881935,12
North,AC,2023-06-24,25,98,163868,4,2062,NA,NA,881935,12
North,AC,2023-06-25,26,0,163868,0,2062,NA,NA,881935,12
North,AC,2023-06-26,26,0,163868,0,2062,NA,NA,881935,12
North,AC,2023-06-27,26,0,163868,0,2062,NA,NA,881935,12
North,AC,2023-06-28,26,0,163868,0,2062,NA,NA,881935,12
North,AC,2023-06-29,26,0,163868,0,2062,NA,NA,881935,12
North,AC,2023-06-30,26,0,163868,0,2062,NA,NA,881935,12
North,AM,2023-01-01,1,0,624864,0,14418,NA,NA,4144597,13
North,AM,2023-01-02,1,38,624902,1,14419,NA,NA,4144597,13
North,AM,2023-01-03,1,16,624918,1,14420,NA,NA,4144597,13
North,AM,2023-01-04,1,33,624951,0,14420,NA,NA,4144597,13
North,AM,2023-01-05,1,27,624978,0,14420,NA,NA,4144597,13
North,AM,2023-01-06,1,16,624994,0,14420,NA,NA,4144597,13
North,AM,2023-01-07,1,13,625007,0,14420,NA,NA,4144597,13
North,AM,2023-01-08,2,5,625012,0,14420,NA,NA,4144597,13
North,AM,2023-01-09,2,5,625017,0,14420,NA,NA,4144597,13
North,AM,2023-01-10,2,12,625029,1,14421,NA,NA,4144597,13
North,AM,2023-01-11,2,30,625059,0,14421,NA,NA,4144597,13
North,AM,2023-01-12,2,23,625082,0,14421,NA,NA,4144597,13
North,AM,2023-01-13,2,28,625110,0,14421,NA,NA,4144597,13
North,AM,2023-01-14,2,14,625124,0,14421,NA,NA,4144597,13
North,AM,2023-01-15,3,2,625126,0,14421,NA,NA,4144597,13
North,AM,2023-01-16,3,21,625147,0,14421,NA,NA,4144597,13
North,AM,2023-01-17,3,22,625169,0,14421,NA,NA,4144597,13
North,AM,2023-01-18,3,33,625202,0,14421,NA,NA,4144597,13
North,AM,2023-01-19,3,27,625229,0,14421,NA,NA,4144597,13
North,AM,2023-01-20,3,31,625260,0,14421,NA,NA,4144597,13
North,AM,2023-01-21,3,11,625271,0,14421,NA,NA,4144597,13
North,AM,2023-01-22,4,3,625274,0,14421,NA,NA,4144597,13
North,AM,2023-01-23,4,19,625293,0,14421,NA,NA,4144597,13
North,AM,2023-01-24,4,25,625318,0,14421,NA,NA,4144597,13
North,AM,2023-01-25,4,3,625321,0,14421,NA,NA,4144597,13
North,AM,2023-01-26,4,30,625351,0,14421,NA,NA,4144597,13
North,AM,2023-01-27,4,12,625363,0,14421,NA,NA,4144597,13
North,AM,2023-01-28,4,4,625367,1,14422,NA,NA,4144597,13
North,AM,2023-01-29,5,14,625381,0,14422,NA,NA,4144597,13
North,AM,2023-01-30,5,7,625388,0,14422,NA,NA,4144597,13
